fold,test_subject,eval_unit,subject,condition,file_path,prob,target,win_acc,win_f1,win_auc,win_mcc,file_acc,file_f1,file_auc,file_mcc
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.27444988489151,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.3300626277923584,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.06684744358062744,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.1046833023428917,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.09701672941446304,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.06911550462245941,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.34507304430007935,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.2761206328868866,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.08676508069038391,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.09277671575546265,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.15320877730846405,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.10612016171216965,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.14285148680210114,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.48574814200401306,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.03705114871263504,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.16826219856739044,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.19495491683483124,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.20405592024326324,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.1709122657775879,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.10466708242893219,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.07944145798683167,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.11673758924007416,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.07160888612270355,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.0808991938829422,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.028240308165550232,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.18645992875099182,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.033566150814294815,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.38080894947052,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.15735258162021637,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.10839901864528656,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.08311768621206284,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.22832801938056946,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.21956460177898407,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.16418816149234772,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.05249086022377014,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/5s_windows\Subject00_1.npz,0.15675415098667145,0,,,,,,,,
1,Subject00,file,Subject00,tensor(2),data/derivatives/5s_windows\Subject00_2.npz,0.5023741126060486,1,,,,,,,,
1,Subject00,file,Subject00,tensor(2),data/derivatives/5s_windows\Subject00_2.npz,0.21716369688510895,1,,,,,,,,
1,Subject00,file,Subject00,tensor(2),data/derivatives/5s_windows\Subject00_2.npz,0.3783334493637085,1,,,,,,,,
1,Subject00,file,Subject00,tensor(2),data/derivatives/5s_windows\Subject00_2.npz,0.17663241922855377,1,,,,,,,,
1,Subject00,file,Subject00,tensor(2),data/derivatives/5s_windows\Subject00_2.npz,0.3206472098827362,1,,,,,,,,
1,Subject00,file,Subject00,tensor(2),data/derivatives/5s_windows\Subject00_2.npz,0.837211012840271,1,,,,,,,,
1,Subject00,file,Subject00,tensor(2),data/derivatives/5s_windows\Subject00_2.npz,0.8439585566520691,1,,,,,,,,
1,Subject00,file,Subject00,tensor(2),data/derivatives/5s_windows\Subject00_2.npz,0.6548818349838257,1,,,,,,,,
