fold,test_subject,eval_unit,subject,condition,file_path,prob,target,win_acc,win_f1,win_auc,win_mcc,file_acc,file_f1,file_auc,file_mcc
1,Subject00,file,Subject00,0.0,0,0.2219918668270111,0,,,,,,,,
1,Subject00,file,Subject00,0.0,1,0.2721283435821533,0,,,,,,,,
1,Subject00,file,Subject00,0.0,2,0.32522696256637573,0,,,,,,,,
1,Subject00,file,Subject00,0.0,3,0.3287513554096222,0,,,,,,,,
1,Subject00,file,Subject00,0.0,4,0.1716267466545105,0,,,,,,,,
1,Subject00,file,Subject00,0.0,5,0.213304340839386,0,,,,,,,,
1,Subject00,file,Subject00,0.0,6,0.173974871635437,0,,,,,,,,
1,Subject00,file,Subject00,0.0,7,0.1882600337266922,0,,,,,,,,
1,Subject00,file,Subject00,0.0,8,0.15099918842315674,0,,,,,,,,
1,Subject00,file,Subject00,0.0,9,0.19990603625774384,0,,,,,,,,
1,Subject00,file,Subject00,0.0,10,0.1577155888080597,0,,,,,,,,
1,Subject00,file,Subject00,0.0,11,0.20796890556812286,0,,,,,,,,
1,Subject00,file,Subject00,0.0,12,0.1944173127412796,0,,,,,,,,
1,Subject00,file,Subject00,0.0,13,0.23040248453617096,0,,,,,,,,
1,Subject00,file,Subject00,0.0,14,0.23769629001617432,0,,,,,,,,
1,Subject00,file,Subject00,0.0,15,0.17652936279773712,0,,,,,,,,
1,Subject00,file,Subject00,0.0,16,0.14729474484920502,0,,,,,,,,
1,Subject00,file,Subject00,0.0,17,0.27489566802978516,0,,,,,,,,
1,Subject00,file,Subject00,0.0,18,0.13355299830436707,0,,,,,,,,
1,Subject00,file,Subject00,0.0,19,0.2571195065975189,0,,,,,,,,
1,Subject00,file,Subject00,0.0,20,0.1945854276418686,0,,,,,,,,
1,Subject00,file,Subject00,0.0,21,0.17780666053295135,0,,,,,,,,
1,Subject00,file,Subject00,0.0,22,0.10923944413661957,0,,,,,,,,
1,Subject00,file,Subject00,0.0,23,0.20177766680717468,0,,,,,,,,
1,Subject00,file,Subject00,0.0,24,0.2861648201942444,0,,,,,,,,
1,Subject00,file,Subject00,0.0,25,0.2948674261569977,0,,,,,,,,
1,Subject00,file,Subject00,0.0,26,0.2498357743024826,0,,,,,,,,
1,Subject00,file,Subject00,0.0,27,0.2850472033023834,0,,,,,,,,
1,Subject00,file,Subject00,0.0,28,0.28513023257255554,0,,,,,,,,
1,Subject00,file,Subject00,0.0,29,0.2774205505847931,0,,,,,,,,
1,Subject00,file,Subject00,0.0,30,0.25069740414619446,0,,,,,,,,
1,Subject00,file,Subject00,0.0,31,0.1490681767463684,0,,,,,,,,
1,Subject00,file,Subject00,0.0,32,0.20554377138614655,0,,,,,,,,
1,Subject00,file,Subject00,0.0,33,0.26756659150123596,0,,,,,,,,
1,Subject00,file,Subject00,0.0,34,0.2991873025894165,0,,,,,,,,
1,Subject00,file,Subject00,0.0,35,0.10423250496387482,0,,,,,,,,
1,Subject00,file,Subject00,0.0,36,0.12908485531806946,0,,,,,,,,
1,Subject00,file,Subject00,0.0,37,0.1686219424009323,0,,,,,,,,
1,Subject00,file,Subject00,0.0,38,0.22901582717895508,0,,,,,,,,
1,Subject00,file,Subject00,0.0,39,0.18649668991565704,0,,,,,,,,
1,Subject00,file,Subject00,0.0,40,0.25053468346595764,0,,,,,,,,
1,Subject00,file,Subject00,0.0,41,0.2322264462709427,0,,,,,,,,
1,Subject00,file,Subject00,0.0,42,0.17680047452449799,0,,,,,,,,
1,Subject00,file,Subject00,0.0,43,0.16164709627628326,0,,,,,,,,
1,Subject00,file,Subject00,0.0,44,0.1701960265636444,0,,,,,,,,
1,Subject00,file,Subject00,0.0,45,0.2859012186527252,0,,,,,,,,
1,Subject00,file,Subject00,0.0,46,0.20579832792282104,0,,,,,,,,
1,Subject00,file,Subject00,0.0,47,0.1480843424797058,0,,,,,,,,
1,Subject00,file,Subject00,0.0,48,0.24919044971466064,0,,,,,,,,
1,Subject00,file,Subject00,0.0,49,0.2474195659160614,0,,,,,,,,
1,Subject00,file,Subject00,0.0,50,0.30084437131881714,0,,,,,,,,
1,Subject00,file,Subject00,0.0,51,0.21501021087169647,0,,,,,,,,
1,Subject00,file,Subject00,0.0,52,0.21988308429718018,0,,,,,,,,
1,Subject00,file,Subject00,0.0,53,0.20288550853729248,0,,,,,,,,
1,Subject00,file,Subject00,0.0,54,0.19535626471042633,0,,,,,,,,
1,Subject00,file,Subject00,0.0,55,0.2142820656299591,0,,,,,,,,
1,Subject00,file,Subject00,0.0,56,0.1786489337682724,0,,,,,,,,
1,Subject00,file,Subject00,0.0,57,0.2008436620235443,0,,,,,,,,
1,Subject00,file,Subject00,0.0,58,0.17733079195022583,0,,,,,,,,
1,Subject00,file,Subject00,0.0,59,0.214231938123703,0,,,,,,,,
1,Subject00,file,Subject00,0.0,60,0.28509506583213806,0,,,,,,,,
1,Subject00,file,Subject00,0.0,61,0.24527697265148163,0,,,,,,,,
